Age,Income,Children,Tenure,Outage_sec_perweek,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Gender_Male,Gender_Nonbinary,Marital_Married,Marital_NeverMarried,Marital_Separated,Marital_Widowed
22,13337.97,1,3.295993837,10.99334684,0,0,0,1,1,0,1,1,1,1,0,5,7,6,7,5,4,6,7,0,0,0,0,1,0
56,66945.1,3,2.354138635,11.91191765,0,1,0,1,0,0,1,0,0,1,0,6,7,6,4,7,4,5,4,1,0,0,0,0,1
89,38227.48,1,5.68109955,8.849510435,1,1,1,1,0,0,1,1,0,1,0,6,6,6,7,4,7,8,4,0,0,0,0,1,0
82,60150.88,1,16.96762986,8.637279441,0,0,0,1,0,1,1,0,1,0,0,6,6,6,6,5,5,5,7,1,0,0,0,0,0
35,49128.48,7,4.544027018,13.3037367,0,1,1,1,0,0,0,0,0,0,1,5,5,7,4,7,4,5,4,1,0,0,0,0,0
20,23702.37,0,10.3444125,12.77224032,0,0,0,1,0,0,1,0,0,0,1,6,6,6,6,6,6,5,5,1,0,1,0,0,0
39,25368.71,1,4.672608309,8.6548926,0,1,0,1,0,1,0,0,0,0,1,5,5,4,6,4,7,6,6,0,0,0,0,1,0
65,1593.76,2,11.44470291,10.617244,0,0,0,0,1,0,0,1,0,0,0,7,7,5,4,6,6,5,6,1,0,0,0,1,0
28,24984.75,3,16.78883402,9.103936329,0,1,0,1,1,0,1,1,0,1,0,7,6,6,5,7,7,6,6,0,0,0,0,0,0
86,29315.24,1,10.27733324,7.420757697,0,1,0,1,1,1,1,1,1,1,1,7,7,6,5,6,5,6,5,1,0,0,0,0,0
27,13262.8,5,15.98515564,9.694498267,0,1,0,1,0,0,1,0,0,0,1,5,5,5,5,7,6,5,4,1,0,1,0,0,0
65,20617.44,0,3.19677148,9.460602685,1,0,1,1,1,0,1,0,0,1,1,4,4,5,5,5,5,4,4,0,0,0,0,0,1
61,44278.91,5,2.256763731,7.093445651,0,1,0,1,0,0,0,1,1,0,1,6,6,5,5,5,6,6,6,1,0,0,1,0,0
39,96112.52,4,1.915736733,11.02362934,0,0,0,1,0,1,0,0,1,1,0,5,5,5,6,7,5,5,5,0,0,1,0,0,0
55,23194.97,0,14.02688588,13.28231537,0,1,0,1,1,0,0,1,1,1,1,5,6,6,7,5,6,6,5,1,0,0,0,1,0
86,37302.74,8,20.96098587,9.898908462,0,0,0,1,1,0,1,1,0,0,1,7,7,6,6,5,5,5,7,0,0,0,0,0,0
35,23781.26,0,16.48377098,6.476262682,0,1,0,0,0,0,0,0,0,0,1,6,6,5,7,6,5,6,7,0,0,0,0,0,0
23,77548.98,0,7.989151046,11.47612243,0,1,0,1,0,0,1,0,0,0,1,7,7,6,7,4,8,5,6,0,0,0,0,0,1
75,63986.3,0,5.682395213,3.242890295,1,0,0,1,0,0,0,0,1,0,0,5,5,5,5,6,5,6,6,0,0,0,0,0,0
24,99754.87,1,10.99225739,6.093961352,0,0,0,1,0,0,0,1,1,1,0,8,8,5,5,5,6,6,8,0,0,0,1,0,0
34,49399.04,0,1.550200335,6.536106461,0,0,0,1,0,0,0,1,1,1,0,7,8,7,5,5,6,5,6,1,0,0,1,0,0
63,32285.99,9,19.73065009,9.474793202,0,0,1,0,0,0,0,1,1,0,1,6,6,5,5,8,4,4,4,0,0,0,0,0,0
50,29216.14,4,7.840871292,9.047716037,0,0,0,1,1,0,1,0,1,0,1,6,6,6,6,5,5,6,7,1,0,0,0,0,0
46,65864.17,4,7.349883172,12.2946551,1,1,0,0,1,1,0,0,1,0,0,6,7,5,7,7,6,5,6,0,0,0,0,0,1
46,25126.23,1,5.414586898,14.66578819,0,1,1,1,1,1,1,1,1,1,0,5,4,4,5,5,5,4,4,0,0,1,0,0,0
24,39373.92,0,9.605264775,4.817687941,0,0,1,1,1,1,0,1,0,0,0,6,5,5,5,6,5,8,7,0,0,0,1,0,0
32,52197.12,4,4.843533662,9.624162233,0,1,0,1,1,0,1,1,0,0,1,8,8,7,7,5,7,6,8,0,0,0,1,0,0
57,47514.11,1,13.24581884,8.89730623,0,0,0,1,0,0,0,0,0,0,0,6,5,6,6,5,5,5,6,1,0,0,0,1,0
50,12599.71,3,3.330819942,13.35764807,0,0,0,1,0,0,0,0,0,1,0,5,6,6,6,6,4,5,6,0,0,0,0,1,0
49,44739.96,0,1.84918194,10.20266008,0,0,1,1,1,1,0,0,0,0,0,6,6,6,5,6,5,5,6,0,0,1,0,0,0
69,53103.72,2,9.07813252,7.406220732,0,1,0,1,1,0,0,0,1,0,0,6,7,7,7,6,5,6,5,0,0,1,0,0,0
77,75066.56,3,6.585140105,11.23380581,0,1,0,1,0,1,0,1,0,1,0,8,8,8,5,7,6,6,6,1,0,0,1,0,0
30,106608.35,9,10.46452162,13.29635151,0,0,0,1,0,0,1,1,0,0,0,5,5,5,5,5,7,6,6,0,0,1,0,0,0
26,61773.61,3,10.11687657,3.93506187,0,1,0,1,0,0,1,0,0,1,0,5,4,6,7,4,6,6,5,0,0,0,0,0,1
30,53853.79,3,2.181372893,10.06689273,1,0,0,1,0,0,1,1,0,1,1,6,6,5,6,6,7,6,5,1,0,1,0,0,0
78,27235.84,1,14.26615817,6.681633242,1,0,1,1,0,0,1,1,0,0,0,6,7,6,8,4,7,7,5,0,0,0,0,0,1
73,11644.24,1,19.08438023,12.51404385,1,0,0,1,1,1,0,0,1,0,1,5,5,4,7,5,4,4,5,0,0,0,0,0,0
39,33945.2,0,6.203299256,6.608008759,0,1,0,1,0,0,1,0,0,0,0,5,5,3,7,5,5,6,6,0,0,0,0,0,0
39,13724.61,0,3.354127023,12.08833226,0,0,1,1,0,1,0,0,1,0,0,4,6,5,5,5,6,7,5,1,0,1,0,0,0
72,26759.06,0,9.38354759,6.612802087,0,0,1,1,0,1,1,0,0,1,0,5,6,6,4,6,6,5,8,0,0,0,1,0,0
37,17255.25,8,3.724597242,9.307477533,0,0,0,1,1,0,1,1,0,0,0,6,6,7,4,6,6,6,5,1,0,0,0,0,0
34,71603.66,0,8.831489129,13.82562816,0,0,0,1,0,1,1,1,0,0,1,6,5,5,4,7,4,5,5,0,0,1,0,0,0
27,34035.83,4,3.507044017,15.75142268,0,1,0,1,0,0,0,0,1,1,0,6,6,5,4,5,7,5,5,1,0,0,1,0,0
24,14048.99,0,6.390769574,6.773212666,1,1,0,1,0,0,0,0,0,1,1,5,3,5,6,5,5,5,7,0,0,0,1,0,0
43,8721.22,1,2.180613468,9.594895726,0,1,0,1,1,1,0,1,0,1,0,4,5,5,6,6,4,5,4,0,0,1,0,0,0
58,97057.93,0,4.002381804,11.34414273,0,1,0,1,0,0,1,0,1,0,0,5,5,6,6,6,5,5,5,0,1,0,0,0,1
75,19696.86,1,2.698284625,8.052655017,0,0,0,0,0,1,0,1,0,1,1,5,4,6,5,7,5,5,4,0,0,0,1,0,0
33,64397.56,9,12.13508874,9.489541639,0,0,0,1,0,1,0,1,1,0,1,5,6,5,5,5,5,5,5,1,0,0,1,0,0
57,19254.52,0,2.934758008,15.09579419,0,1,1,1,0,1,0,0,1,1,0,5,5,5,5,6,6,6,5,1,0,0,0,0,1
78,38294.87,8,1.262037303,10.89994219,0,0,0,1,1,0,1,1,1,0,1,4,4,5,6,4,5,5,5,0,0,0,0,0,1
74,46946.24,7,17.5841798,7.531513534,0,1,1,1,0,1,1,0,1,1,0,5,5,5,7,5,6,6,5,0,0,0,0,0,1
51,90956.64,3,13.23888382,2.737931836,0,1,0,0,1,0,0,1,1,1,0,8,8,7,5,5,6,6,6,0,0,0,0,0,1
32,26473.71,3,10.44223446,10.89250998,0,1,1,1,1,0,1,1,1,0,0,4,5,4,6,6,4,4,6,0,0,1,0,0,0
84,21808.87,0,2.38395716,10.46391733,0,0,0,1,0,0,1,1,0,1,1,6,5,6,6,6,5,6,5,1,0,1,0,0,0
60,89037.69,4,10.404813,5.771579921,0,0,0,1,0,1,0,1,0,1,1,4,5,4,5,8,5,4,4,0,0,0,0,0,0
20,108847.93,0,16.37167434,6.178384722,0,0,1,1,0,1,0,1,0,1,1,7,7,7,7,5,8,8,6,0,0,0,0,0,1
38,13867.89,0,1.350108155,6.037666483,0,1,0,1,0,0,1,1,1,0,0,8,6,7,4,7,5,4,6,1,0,0,0,0,1
71,22183.52,4,12.42216588,15.26331077,0,1,1,1,0,0,1,1,0,0,1,4,5,6,5,5,5,5,6,1,0,0,0,0,1
56,42197.88,2,3.797689495,8.849884542,0,1,0,1,0,0,0,1,0,1,1,7,6,5,4,6,5,6,6,0,0,0,0,0,1
35,14953.78,1,3.784962992,13.83450553,1,0,0,0,0,0,0,1,0,1,1,5,4,4,6,5,6,5,5,0,0,0,1,0,0
33,8888.06,0,7.154371452,10.35503587,0,1,0,1,1,1,1,1,0,0,1,5,4,4,5,6,4,4,5,0,0,0,0,0,1
88,21816.78,0,20.13119126,8.974055518,0,1,0,0,0,0,0,1,0,1,0,5,4,5,6,6,5,5,5,0,0,0,0,1,0
75,12622.46,3,7.822562679,9.291799333,0,0,0,1,0,0,0,1,0,0,0,4,3,5,6,5,4,5,5,0,0,0,0,0,0
34,49393.59,0,3.160392389,6.26674205,1,0,0,1,0,0,1,1,1,1,0,5,5,5,6,6,4,3,4,0,0,0,1,0,0
89,21812.08,0,14.38025496,11.23258518,1,1,1,1,1,0,0,0,1,1,0,5,5,3,7,5,6,5,5,1,0,0,0,0,1
76,70607.91,1,7.517405581,9.046129393,0,1,0,1,0,0,1,0,0,1,1,7,6,6,7,5,6,5,6,0,0,0,0,0,0
69,55322.08,1,11.44196811,16.23771062,0,0,0,1,0,0,0,1,0,0,0,6,6,6,6,6,5,7,6,0,0,0,0,1,0
88,16307.08,1,7.413563684,15.54568189,0,0,1,1,1,0,1,0,0,0,1,5,5,4,5,6,5,5,6,0,0,0,0,0,0
64,48413.98,3,11.32483244,13.47305526,0,0,0,1,0,0,1,0,0,0,1,6,5,7,6,5,6,6,7,0,0,0,0,0,0
65,62616.43,3,4.279464865,12.75213898,0,1,1,1,1,0,0,0,0,1,0,6,6,5,8,4,7,7,6,1,0,0,0,0,1
51,149502.87,3,3.468872554,11.85413528,0,1,0,1,0,0,1,1,0,0,1,6,7,6,5,6,6,5,6,1,0,0,0,1,0
69,30040.32,1,12.47525704,10.88292652,0,1,0,1,0,0,1,1,1,0,0,6,6,6,5,6,6,6,5,1,0,0,0,0,1
81,24859.24,4,2.744401393,10.31760367,0,0,0,1,0,0,0,0,0,1,0,4,4,4,6,5,6,5,6,1,0,0,0,1,0
79,69154.47,1,7.608938235,8.688254477,0,0,1,1,0,1,1,1,1,1,0,5,5,4,6,5,6,3,3,0,0,0,1,0,0
64,77152.84,4,14.60426293,12.42061751,0,0,0,1,1,0,0,0,0,0,0,6,5,7,3,7,3,5,4,0,0,0,1,0,0
58,38871.97,0,29.68889421,18.28180588,0,0,0,1,1,0,0,0,1,1,0,6,7,6,7,4,6,6,6,0,0,0,0,0,0
77,11290.67,1,5.497366828,13.48138957,0,0,1,1,1,1,1,0,1,1,0,5,4,4,4,6,6,5,6,0,0,0,1,0,0
19,24897.26,2,4.955415304,9.523802161,0,0,1,1,0,0,0,1,1,1,1,7,6,7,4,7,6,6,6,0,0,0,0,0,1
60,9966.89,0,13.31283015,13.78001485,0,0,0,1,1,0,1,1,0,0,1,6,6,6,6,5,7,7,5,1,0,0,0,0,1
30,42991.1,2,2.656111103,10.11260574,0,0,0,1,1,0,1,1,0,1,0,4,5,5,5,5,4,4,5,1,0,0,0,0,0
71,39432.05,4,18.02281027,7.102593738,0,1,0,1,1,0,0,1,1,0,0,8,7,7,6,5,8,7,8,0,0,1,0,0,0
31,25576.73,1,11.71980152,5.087255805,0,0,0,1,0,1,1,0,1,1,1,6,5,6,7,5,7,6,6,1,0,1,0,0,0
74,48623.32,7,6.22226629,6.261594795,0,1,1,0,0,1,0,0,0,0,0,5,6,5,6,4,5,6,5,0,0,0,0,1,0
64,19887.32,2,16.24273454,5.659084819,0,1,0,1,1,1,0,1,0,0,0,7,6,7,7,3,6,6,7,1,0,0,1,0,0
47,30342.56,2,17.64373477,12.2679124,0,0,0,1,0,0,0,0,0,0,0,5,6,7,6,6,6,6,5,1,0,1,0,0,0
76,61714.39,1,23.42878979,2.746480274,0,1,0,1,0,0,0,0,0,0,0,5,5,5,5,5,4,4,5,1,0,0,0,0,0
74,44165.21,1,6.7464384,7.143133915,1,0,0,1,0,0,0,0,0,0,0,5,4,5,7,5,6,5,7,0,0,0,0,1,0
54,33735.54,2,11.70414173,6.373342678,0,1,0,1,1,0,0,0,0,0,0,6,7,7,5,7,5,6,7,1,0,1,0,0,0
22,46078.58,1,4.909764597,10.23339712,0,1,0,1,1,1,0,0,0,1,0,3,4,5,6,5,6,4,6,1,0,0,1,0,0
31,34179.49,3,19.43430735,8.925221032,1,1,0,1,1,1,0,1,1,0,1,2,3,3,5,5,4,3,4,0,0,1,0,0,0
80,22140.16,3,2.60003549,11.43541645,0,1,0,1,0,0,0,0,0,1,0,6,5,5,5,5,5,7,6,1,0,0,0,0,1
67,34412.53,0,17.4880629,12.45079876,0,0,1,0,1,0,0,1,1,0,0,5,5,4,5,5,5,3,3,1,0,0,0,0,0
18,72563.64,5,7.080759052,9.492638901,0,0,0,0,1,0,0,0,0,1,1,5,6,5,5,7,5,7,7,0,0,0,1,0,0
85,93561.74,0,9.808669685,7.94076683,1,0,1,1,0,0,1,0,1,0,1,5,5,6,4,6,4,7,5,0,0,1,0,0,0
71,5902.12,0,5.68349814,8.501483623,0,0,0,1,1,0,0,0,1,1,1,7,7,6,6,6,5,5,5,1,0,0,1,0,0
70,22139.63,1,11.55805828,9.396558793,0,1,1,1,1,0,0,1,1,1,1,5,5,6,5,6,6,4,7,0,0,0,1,0,0
29,21394.21,3,2.101748234,9.477521787,0,0,0,1,0,1,0,0,1,1,0,5,5,4,6,4,6,6,5,1,0,0,1,0,0
58,9336.88,0,6.910330858,9.171665689,0,0,0,1,1,1,1,1,1,0,1,7,7,7,5,6,7,4,5,0,0,0,0,0,0
19,15694.8,3,15.54691331,7.423334085,0,0,0,1,0,0,1,0,1,0,0,7,5,6,5,4,7,6,6,0,0,0,0,0,1
54,5984.94,1,7.175063445,16.72529341,1,1,0,1,0,0,0,0,0,1,0,7,7,6,5,6,6,5,5,1,0,0,0,1,0
68,37911.51,2,1.19808324,9.203214554,0,1,0,1,0,1,0,0,0,0,0,5,7,6,4,6,4,4,6,1,0,0,1,0,0
40,52766.63,4,2.689103558,12.04554874,0,0,0,1,1,0,0,1,0,1,0,6,6,5,4,7,7,6,8,0,0,0,0,0,0
78,19826.08,1,4.089399488,7.61600943,0,1,1,1,0,0,1,1,0,1,0,5,5,5,6,7,4,5,6,0,0,0,1,0,0
67,41397.45,2,2.314052799,17.94420077,1,0,0,0,1,0,0,1,0,0,1,5,6,7,6,6,6,6,5,0,0,0,0,1,0
18,18426.49,0,2.170567319,14.39528085,1,0,1,1,0,0,0,0,0,0,0,5,5,5,7,4,6,4,7,0,0,0,0,0,0
58,47034.88,0,12.94334524,8.929622575,0,0,1,0,1,0,0,0,0,1,0,5,5,4,5,6,6,4,5,0,0,0,1,0,0
33,33691.63,2,9.117084502,12.03362399,1,0,0,1,0,0,1,1,0,1,0,6,6,7,4,7,5,4,4,0,0,1,0,0,0
57,39683.73,3,7.843263617,11.90156254,0,1,0,1,1,0,1,0,0,1,0,6,6,6,6,5,6,6,5,0,0,0,1,0,0
61,121849.0,0,17.0219219,9.184449781,0,1,0,0,1,0,0,0,0,1,1,6,7,6,4,6,6,6,8,1,0,0,1,0,0
79,10457.26,1,15.6930298,11.41399094,0,0,0,1,1,0,0,1,1,0,1,6,5,5,4,8,4,5,6,0,0,0,1,0,0
57,8515.02,3,11.75090487,8.985947449,0,0,0,1,1,0,1,0,1,0,1,7,6,6,5,6,5,7,5,0,0,0,0,0,1
72,7524.77,1,10.54165852,9.74065027,0,0,0,1,0,0,0,1,0,1,1,4,5,3,6,6,3,5,4,0,0,0,0,0,0
58,44086.35,3,14.92730216,7.943538816,1,0,0,1,1,1,0,0,1,1,1,6,6,6,5,5,6,6,6,1,0,0,0,1,0
44,28776.49,3,11.48699577,8.745070841,0,0,0,1,1,0,0,1,1,1,0,5,6,5,4,6,6,6,5,0,0,0,1,0,0
45,42065.56,1,4.071312509,10.63592827,0,1,0,1,1,0,0,1,0,0,1,6,5,5,6,6,5,5,6,0,0,0,0,1,0
58,23624.95,0,3.866527859,11.62131427,0,0,0,1,0,0,1,0,0,1,1,5,6,6,6,5,6,7,6,1,0,0,0,0,0
22,29803.77,0,2.067992783,2.533696725,0,0,1,1,0,1,0,0,0,1,0,6,7,6,7,6,5,4,5,1,0,0,0,1,0
86,33394.07,3,8.447638937,10.80481174,0,1,0,1,0,1,1,1,1,0,1,6,5,6,5,7,5,5,5,1,0,0,0,0,0
45,27294.82,1,5.156329151,8.111219363,0,0,0,1,0,0,0,0,0,0,0,6,5,6,4,7,6,4,6,0,0,0,0,1,0
70,16232.47,3,3.569000983,10.09976546,1,0,1,1,1,1,0,1,0,1,0,5,5,5,5,6,6,5,5,0,0,0,0,1,0
61,11087.89,1,1.897261446,11.92666547,0,0,1,1,1,0,1,1,1,0,1,5,5,7,5,6,4,4,5,0,0,1,0,0,0
71,22173.37,4,11.71308191,8.049521055,0,0,0,1,1,1,0,1,0,0,0,8,8,8,3,6,6,7,5,1,0,0,1,0,0
38,28822.56,1,1.992846597,6.572112158,0,0,1,1,1,0,0,0,1,0,0,4,4,6,5,5,4,5,5,0,0,0,1,0,0
35,20827.61,1,2.701548767,13.75238289,0,1,1,1,0,0,1,0,0,1,1,7,7,8,7,3,8,8,6,1,0,0,0,0,0
74,17982.42,0,1.665089598,7.637367057,0,1,0,1,0,1,1,0,0,1,0,5,4,6,6,5,5,4,5,0,0,0,0,0,1
24,70493.36,0,16.68190528,6.658362671,0,0,1,1,1,1,0,1,1,0,1,4,4,4,6,5,4,4,5,1,0,0,0,1,0
72,17236.27,2,1.934171569,3.849382458,0,1,0,0,1,1,1,0,0,1,0,5,5,5,5,6,5,5,5,0,0,1,0,0,0
30,51266.47,0,12.77495667,8.913392702,0,0,0,1,0,0,0,0,0,1,1,6,6,7,5,6,5,5,7,1,0,0,1,0,0
40,7086.19,0,10.61383322,11.91525643,1,1,1,1,1,0,1,0,1,0,0,7,8,7,5,4,7,5,6,0,0,1,0,0,0
43,10192.86,9,20.17588966,7.570554898,0,1,0,1,1,0,1,1,0,0,1,6,7,7,7,6,7,7,7,0,0,0,1,0,0
56,24260.11,2,5.836790126,10.1263974,1,0,1,0,1,0,1,0,0,0,0,5,6,5,7,5,6,5,6,1,0,0,0,0,0
28,26169.39,0,2.965166415,9.799122634,0,0,0,1,0,1,0,0,0,1,0,6,5,6,6,4,6,7,6,1,0,1,0,0,0
44,36637.4,4,1.45460211,18.0799042,1,0,0,1,1,0,1,0,0,1,0,5,5,4,7,5,5,6,4,0,0,1,0,0,0
46,59689.49,0,12.63923748,11.24745547,1,1,1,1,1,0,0,0,1,0,0,7,8,8,4,6,5,4,7,0,0,0,0,1,0
47,28528.32,2,8.460086502,11.15167976,1,0,0,1,1,0,0,0,0,1,1,6,6,5,5,6,6,5,5,0,0,0,0,0,1
75,13389.11,3,11.32593703,10.3868905,0,1,0,0,1,0,1,1,0,1,0,6,6,5,6,5,6,7,5,0,0,0,0,0,0
19,14075.36,1,10.12123118,10.29101591,0,1,1,1,0,1,0,1,0,0,1,5,5,6,5,6,7,5,7,1,0,0,0,0,1
28,57821.02,0,8.915680176,9.20355866,0,0,0,0,0,1,0,0,0,1,0,5,5,6,6,6,5,5,7,1,0,0,0,1,0
49,49781.85,1,8.249941923,10.58941533,0,1,0,1,1,0,0,0,0,0,0,3,4,4,5,6,4,5,4,1,0,0,1,0,0
63,65095.99,0,9.267785326,15.40380196,0,0,0,0,1,0,0,0,1,0,0,7,7,6,5,6,7,6,6,0,0,0,0,0,0
44,87367.88,3,9.300517617,6.172326327,0,0,1,1,1,1,1,1,0,1,1,7,6,6,5,8,5,4,7,1,0,0,0,0,1
70,8253.96,3,2.427380647,8.983435185,0,1,0,1,0,1,1,1,0,1,0,4,5,4,7,4,5,5,5,1,0,1,0,0,0
48,26404.76,1,23.27091932,11.41922534,0,1,1,1,0,1,1,0,0,0,1,6,6,7,5,6,5,6,5,1,0,0,0,0,0
36,73656.97,1,2.916144419,3.19378035,0,1,1,1,0,0,1,1,0,0,1,3,3,5,6,5,5,5,4,1,0,0,0,0,0
70,36461.2,1,8.245809832,13.03421755,0,1,0,1,1,0,0,0,0,1,0,6,6,7,6,7,6,6,7,0,0,0,1,0,0
75,49518.71,1,11.45756486,9.622553575,0,1,1,1,1,1,0,0,0,0,0,4,4,5,6,5,6,7,5,1,0,0,0,0,0
56,40189.23,1,3.943033602,10.90971891,1,1,0,1,0,0,0,1,0,1,1,6,6,6,6,5,5,7,6,1,0,0,0,0,0
34,10934.28,4,8.926271021,7.493478513,0,0,1,1,1,0,1,0,0,1,0,5,5,6,7,6,4,4,5,0,0,0,0,0,1
45,16073.46,4,8.699764172,10.07234257,0,1,0,1,1,0,0,1,0,0,0,4,5,4,5,7,5,5,5,1,0,1,0,0,0
30,21317.81,3,7.897660605,5.980381113,0,1,1,1,0,0,0,0,0,1,0,8,6,7,6,6,6,5,7,0,0,0,0,0,1
44,14007.48,4,9.098041235,10.31682421,0,0,0,1,0,0,1,0,1,1,0,5,5,5,5,4,4,4,7,0,0,0,0,1,0
34,52634.87,0,3.098560266,6.842059381,1,0,1,1,0,0,1,1,0,0,1,5,5,5,4,5,6,6,4,1,0,0,1,0,0
20,18384.77,2,5.784022533,14.03130715,0,1,0,1,0,0,0,0,0,0,0,4,4,4,5,6,5,5,6,0,0,0,0,0,1
28,57881.2,0,2.722761372,8.051881131,1,1,0,1,0,0,1,0,1,0,0,6,5,6,8,4,6,6,6,0,0,1,0,0,0
35,47737.22,8,16.8649602,9.963528605,0,0,0,1,0,0,1,1,0,0,1,5,5,5,4,6,4,4,6,0,0,0,0,1,0
80,23041.14,2,2.355538593,8.911535445,0,0,0,1,0,1,1,0,0,1,1,7,8,6,6,6,5,6,6,0,0,0,0,1,0
53,38529.53,10,3.509036092,11.85313615,0,0,0,1,1,0,0,1,0,1,1,7,7,8,7,4,7,6,6,1,0,1,0,0,0
83,79304.79,0,11.53737155,10.22159613,0,0,0,1,1,0,1,0,1,1,1,5,5,4,4,6,5,5,6,1,0,1,0,0,0
43,9088.08,0,1.760409672,6.335681954,0,0,0,1,1,0,1,1,0,1,1,7,6,6,6,6,7,6,7,0,0,1,0,0,0
25,108698.71,0,11.44810825,8.948441696,0,1,0,1,0,1,1,0,0,0,0,4,3,5,7,6,4,4,6,1,0,0,0,1,0
69,23424.87,4,17.78302494,9.170276294,0,1,0,1,0,0,0,0,0,1,1,5,5,6,6,6,4,4,4,0,0,1,0,0,0
32,57380.34,8,12.68609343,9.231958141,0,1,0,1,1,0,0,0,1,1,0,6,5,5,7,5,6,5,6,0,0,0,0,0,0
75,80269.13,3,18.55974516,12.3404636,0,1,1,0,1,1,0,1,0,0,1,8,8,8,6,7,6,7,6,0,0,0,0,0,0
46,13862.09,5,5.970269701,12.55644716,0,1,0,1,1,0,0,0,0,1,0,6,8,6,4,6,7,6,5,1,0,0,0,1,0
23,23946.97,5,7.208423897,11.43130499,0,0,0,1,1,1,1,0,1,0,1,5,6,7,6,6,6,5,6,0,0,0,0,1,0
67,14236.42,4,2.593102097,3.258152314,0,1,0,1,1,0,0,0,1,0,0,5,5,5,7,5,4,6,5,0,0,0,1,0,0
75,79322.08,0,5.105265612,8.127926454,1,0,0,1,1,1,1,0,1,0,1,6,5,7,5,6,5,7,6,1,0,0,0,0,0
56,55160.57,2,5.110208414,12.6218555,0,1,0,1,1,1,0,0,0,1,0,6,7,6,6,7,4,5,6,0,1,0,0,0,0
60,19676.77,3,2.840343779,2.737192144,0,0,0,1,1,0,1,1,0,1,1,5,6,5,5,5,5,7,5,1,0,0,0,0,0
63,37639.9,1,8.344516765,10.93132736,1,0,0,1,0,0,0,0,0,0,0,7,7,6,6,4,6,6,7,0,0,0,0,0,1
32,34871.44,0,7.363761345,10.57898048,0,1,0,1,0,0,0,0,0,0,1,5,6,5,6,6,4,5,6,1,0,0,0,1,0
87,8543.01,1,11.07800251,14.08561195,0,1,0,1,1,1,0,1,0,0,1,6,6,6,5,7,4,5,6,0,0,0,0,1,0
67,80127.15,2,16.52190477,7.583881177,0,0,0,1,0,1,0,0,1,1,0,5,6,5,6,5,7,6,6,0,0,0,0,0,1
66,30976.34,4,1.738486682,3.500092565,0,0,0,0,1,1,0,0,0,0,1,7,6,5,4,8,5,4,5,0,0,0,0,1,0
75,45412.84,3,8.659495781,11.07379392,0,0,0,1,0,0,1,1,0,1,0,6,5,6,4,5,6,6,6,0,0,0,0,1,0
88,42526.92,4,13.99605863,10.6510171,0,0,0,1,0,1,1,0,0,0,1,6,7,6,6,4,7,7,7,0,1,0,0,0,1
64,9041.08,4,6.605815722,8.877390965,0,0,0,1,1,0,0,1,1,1,0,7,7,6,5,7,6,6,6,1,0,0,1,0,0
87,46714.82,1,5.78844751,10.64177468,0,1,1,1,0,1,1,0,0,0,0,7,6,8,6,4,7,6,6,0,0,1,0,0,0
55,9703.25,1,3.195246168,6.863563999,1,1,0,1,1,0,0,0,0,0,0,6,6,5,6,5,6,6,4,1,0,0,0,1,0
49,21409.33,1,14.87053577,10.89909265,0,1,1,1,1,0,0,0,1,0,0,5,4,5,3,7,4,5,6,0,0,0,0,1,0
51,34722.76,3,7.521160625,9.013658897,0,0,0,1,0,0,1,1,0,0,1,5,5,7,6,6,7,7,5,0,0,0,0,0,0
45,24686.12,7,3.845852341,7.163430764,0,1,0,1,1,0,1,1,1,1,0,5,5,6,6,6,6,5,6,1,0,0,0,0,1
75,4813.52,3,2.731606393,10.50347629,0,1,0,1,1,0,0,0,1,0,0,6,5,6,5,5,5,6,4,0,0,0,0,1,0
83,30334.52,0,3.954689282,14.89095018,0,0,0,1,0,0,1,1,1,0,1,5,6,6,4,7,6,5,6,1,0,0,0,1,0
43,15660.93,4,13.77689046,5.34790696,0,1,0,1,1,0,1,0,1,0,0,8,8,7,5,6,7,6,5,0,0,1,0,0,0
82,47169.83,1,3.700907475,10.33803214,1,0,0,1,0,0,1,1,0,1,1,7,6,7,7,4,6,5,7,0,0,0,1,0,0
48,73601.3,1,5.638280421,10.43623772,0,0,0,1,0,1,1,1,0,0,0,7,7,7,5,6,6,6,6,0,0,0,0,0,0
72,15728.61,3,10.87372395,7.738684002,0,1,1,1,0,0,0,1,0,0,1,5,4,5,5,5,4,4,5,1,0,0,0,0,1
79,20802.1,2,11.21152941,10.84469394,0,0,0,1,1,0,1,0,0,1,1,6,5,5,6,7,4,6,4,0,0,1,0,0,0
29,18570.48,0,2.294386519,11.30937212,1,0,0,1,1,0,0,0,1,0,1,6,5,7,6,5,6,5,5,0,0,1,0,0,0
23,61106.43,0,4.448210386,9.39206185,0,1,0,1,0,0,0,0,0,1,0,6,4,6,7,4,6,3,6,1,0,0,0,0,0
49,65891.79,2,4.753020774,5.259228749,0,0,0,1,1,1,1,0,0,1,1,5,5,6,5,6,5,5,6,1,0,0,0,0,0
45,59532.0,1,21.20445421,12.54222267,0,1,0,1,0,1,1,0,0,1,1,4,3,4,4,7,3,4,4,1,0,0,1,0,0
38,30756.94,2,9.217596711,5.149963811,1,0,0,0,0,1,1,1,0,0,1,6,7,7,5,6,5,5,5,0,0,0,1,0,0
